Ticket ID,Ticket Subject,Ticket Status,Ticket Priority,Ticket Type
7951,Display issue,open,Medium,product inquiry
7952,Display issue,open,High,cancellation request
7953,Data loss,pending customer response,Medium,billing inquiry
7954,Account access,closed,Critical,refund request
7955,Product compatibility,pending customer response,High,cancellation request
7956,Refund request,closed,Medium,refund request
7957,Network problem,closed,Low,billing inquiry
7958,Refund request,pending customer response,Medium,technical issue
7959,Cancellation request,open,Critical,cancellation request
7960,Product setup,open,Low,technical issue
7961,Data loss,closed,High,technical issue
7962,Software bug,open,Critical,cancellation request
7963,Network problem,pending customer response,Critical,product inquiry
7964,Payment issue,pending customer response,Low,billing inquiry
7965,Software bug,closed,Low,refund request
7966,Data loss,pending customer response,Low,product inquiry
7967,Data loss,pending customer response,High,refund request
7968,Display issue,pending customer response,High,refund request
7969,Hardware issue,pending customer response,Critical,refund request
7970,Product compatibility,closed,High,technical issue
7971,Peripheral compatibility,open,Medium,cancellation request
7972,Account access,pending customer response,Medium,cancellation request
7973,Refund request,open,Critical,cancellation request
7974,Cancellation request,open,High,refund request
7975,Account access,closed,Critical,product inquiry
7976,Account access,pending customer response,Medium,technical issue
7977,Installation support,open,Medium,technical issue
7978,Battery life,closed,Critical,refund request
7979,Display issue,pending customer response,Medium,refund request
7980,Product setup,pending customer response,High,billing inquiry
7981,Delivery problem,open,Critical,technical issue
7982,Display issue,open,Medium,billing inquiry
7983,Payment issue,closed,Critical,billing inquiry
7984,Account access,pending customer response,Medium,cancellation request
7985,Cancellation request,open,Medium,refund request
7986,Refund request,pending customer response,Low,cancellation request
7987,Payment issue,closed,High,billing inquiry
7988,Network problem,open,High,technical issue
7989,Display issue,pending customer response,Low,technical issue
7990,Product compatibility,pending customer response,High,technical issue
7991,Product recommendation,pending customer response,High,product inquiry
7992,Product recommendation,open,Medium,refund request
7993,Data loss,pending customer response,Medium,technical issue
7994,Account access,pending customer response,Medium,product inquiry
7995,Account access,open,Medium,refund request
7996,Hardware issue,open,High,technical issue
7997,Network problem,open,Critical,billing inquiry
7998,Display issue,closed,Low,technical issue
7999,Product setup,open,Medium,product inquiry
8000,Account access,open,High,product inquiry
8001,Refund request,open,Critical,cancellation request
8002,Product setup,closed,High,product inquiry
8003,Peripheral compatibility,closed,Critical,cancellation request
8004,Display issue,pending customer response,Medium,technical issue
8005,Account access,pending customer response,Low,refund request
8006,Product compatibility,open,Medium,refund request
8007,Peripheral compatibility,pending customer response,Medium,refund request
8008,Battery life,pending customer response,Low,billing inquiry
8009,Refund request,open,High,refund request
8010,Display issue,pending customer response,Critical,product inquiry
8011,Payment issue,closed,Medium,cancellation request
8012,Account access,pending customer response,Medium,technical issue
8013,Payment issue,closed,Medium,cancellation request
8014,Product recommendation,open,Medium,product inquiry
8015,Product recommendation,closed,Medium,cancellation request
8016,Data loss,closed,High,technical issue
8017,Product recommendation,pending customer response,High,cancellation request
8018,Refund request,pending customer response,Low,refund request
8019,Product setup,open,Low,refund request
8020,Product compatibility,closed,Low,refund request
8021,Network problem,closed,Low,technical issue
8022,Hardware issue,pending customer response,Low,technical issue
8023,Installation support,open,High,product inquiry
8024,Battery life,closed,Medium,technical issue
8025,Software bug,pending customer response,Medium,product inquiry
8026,Installation support,pending customer response,High,refund request
8027,Delivery problem,closed,High,technical issue
8028,Product recommendation,closed,Medium,billing inquiry
8029,Display issue,closed,Medium,technical issue
8030,Refund request,pending customer response,Low,technical issue
8031,Cancellation request,pending customer response,Low,billing inquiry
8032,Battery life,closed,Low,product inquiry
8033,Cancellation request,pending customer response,Medium,technical issue
8034,Account access,open,Low,product inquiry
8035,Peripheral compatibility,closed,Medium,product inquiry
8036,Battery life,closed,High,billing inquiry
8037,Battery life,pending customer response,Critical,billing inquiry
8038,Delivery problem,pending customer response,Critical,billing inquiry
8039,Hardware issue,pending customer response,Low,cancellation request
8040,Delivery problem,closed,Low,product inquiry
8041,Software bug,pending customer response,High,product inquiry
8042,Hardware issue,open,Critical,refund request
8043,Product recommendation,open,High,technical issue
8044,Refund request,closed,High,product inquiry
8045,Account access,closed,Critical,refund request
8046,Delivery problem,open,Low,cancellation request
8047,Refund request,open,Medium,cancellation request
8048,Product recommendation,closed,Critical,product inquiry
8049,Hardware issue,pending customer response,Critical,refund request
8050,Peripheral compatibility,open,High,refund request
8051,Display issue,closed,Low,billing inquiry
8052,Product recommendation,pending customer response,Medium,refund request
8053,Product recommendation,closed,Critical,cancellation request
8054,Software bug,pending customer response,High,cancellation request
8055,Display issue,open,Critical,billing inquiry
8056,Display issue,pending customer response,Low,billing inquiry
8057,Delivery problem,closed,High,product inquiry
8058,Product setup,open,Low,cancellation request
8059,Peripheral compatibility,open,High,refund request
8060,Peripheral compatibility,closed,High,refund request
8061,Refund request,pending customer response,Critical,product inquiry
8062,Cancellation request,closed,Medium,technical issue
8063,Product compatibility,open,Medium,cancellation request
8064,Network problem,pending customer response,High,product inquiry
8065,Software bug,pending customer response,High,billing inquiry
8066,Payment issue,closed,Low,refund request
8067,Display issue,closed,Low,billing inquiry
8068,Hardware issue,pending customer response,High,product inquiry
8069,Product recommendation,pending customer response,High,cancellation request
8070,Product setup,open,High,cancellation request
8071,Data loss,closed,Low,billing inquiry
8072,Data loss,pending customer response,Low,cancellation request
8073,Network problem,open,High,product inquiry
8074,Display issue,closed,Critical,billing inquiry
8075,Battery life,open,High,technical issue
8076,Product setup,pending customer response,High,technical issue
8077,Installation support,closed,Low,billing inquiry
8078,Delivery problem,pending customer response,Medium,technical issue
8079,Cancellation request,open,Medium,technical issue
